noun,인,"(formal or literary) cause, reason, factor"
noun,인,(Buddhism)
noun,흑,The color black.
noun,흑,(board games) A black stone used in the game of go.
noun,서,west
noun,서,police station
noun,차,vehicle usually refers to car
noun,차,tea
noun,차,difference; gap
noun,심,internal object crucial to something functioning:
noun,요,synonym of main idea
noun,요,(formal academic) urine
noun,한,deep-seated resentment
noun,한,limit; end; bound
noun,한,being as long as; being as far as
noun,한,a word used to indicate that the extent of what is referred to in the preceding statement is beyond measure
noun,한,a word used to indicate a situation in which one is expected to sacrifice oneself for a certain task or endure a difficult and painful circumstance
noun,수,(board games) move
noun,수,"(originally board games also figurative) ability, talent, skill"
noun,수,number
noun,수,"(less common) destiny, fate (especially a favorable one)"
noun,수,"water, as one of the Five Phases of East Asian cosmology"
noun,수,Wednesday
noun,수,embroidering (in cloth)
noun,수,(Buddhism philosophy) (sensation in Buddhist philosophy)
noun,수,(slang) bottom (in a gay sexual relationship)
noun,수,(logging) pith (of wood)
noun,수,(uncommon) bone marrow
noun,수,"(historical) From the fifteenth to the nineteenth centuries, two government offices both belonging to the:"
noun,사,(formal) company
noun,사,(literary) death
noun,사,private or personal affair
noun,사,(formal) history
noun,침,needle (used in sewing)
noun,침,"needle-like object (any slender, pointy object resembling a needle)"
noun,침,stinger (of an insect)
noun,침,phonograph needle (in record players)
noun,침,thorn (of a plant)
noun,침,"hand or pointer (in clocks, watches, meters, compasses, etc.)"
noun,침,needle (used in acupuncture)
noun,운,"luck, fortune, fate"
noun,운,(astronomy) halo (a ring around the sun or moon)
noun,예,example
noun,예,"(especially Confucianism) decorum, ceremonial code of decorous behavior that all people ought to follow"
noun,설,"theory; opinion, view"
noun,설,rumour
noun,모,"Used in place of a person's given name, for anonymity purposes."
noun,모,"(Yukjin Koryo-mar) a grave, tomb"
noun,막,"tent, hut, shack, shelter"
noun,막,curtain
noun,막,act (of dramas)
noun,감,feeling; sense
noun,여,woman; female
noun,여,(politics) ruling party
noun,평,criticism
noun,평,pyeong unit of measurement
noun,설명,explanation
noun,육,(only in compounds) meat; flesh
noun,육,"(literary) the body, as opposed to the spirit"
noun,월,month
noun,월,short for Monday
noun,주,week unit of time
noun,주,main/principal part
noun,주,"Political divisions of some countries, variously corresponding to canton, county, department, state, oblast, province, region, etc."
noun,주,stock in a company
noun,주,inc.
noun,주,annotation; explanatory notes
noun,주,continent
noun,주,sandbank; sandbar
noun,정,"attachment (to a person or an object), a feeling of connection, intimacy, rapport, warm feelings that provoke social reciprocity"
noun,정,anchor
noun,정,(Heavenly stems) the fourth of the ten heavenly stems
noun,후,after
noun,두,(in certain expressions) head
noun,식도,"(anatomy) oesophagus, esophagus; gullet"
noun,식도,kitchen knife
noun,기관,engine; machine
noun,기관,agency
noun,기관,trachea; windpipe
noun,간,(abbreviation of 간장) liver
noun,신,"god, deity"
noun,신,(monotheism) God
noun,신,spirit; departed soul
noun,신,"(literary or formal) someone who serves a monarch: a retainer, subject"
noun,신,short for (anatomy) kidney
noun,신,(literary or formal) trustworthiness
noun,신,(Heavenly stems) the eighth of the ten heavenly stems
noun,간장,liver and intestine
noun,년,(North Korea Yanbian) year
noun,연,(South Korea) year
noun,부모,parents
noun,권,volume; book
noun,성,"sex, sexuality; gender"
noun,성,one's true or inherent nature
noun,성,(grammar) gender
noun,성,surname; last name
noun,성,castle; fortress
noun,성,“the sacred”; that which is holy or sacred
noun,원숭이,"monkey, ape"
noun,번역,translation
noun,맥,(medicine) blood vein
noun,맥,(medicine) pulse
noun,맥,(by extension) personal energy
noun,맥,(by extension board games) strategically crucial area of the board
noun,맥,(by extension) context
noun,맥,something resembling a blood vessel-like network:
noun,맥,tapir animal
noun,맥,(original meaning) a mythological beast somewhat resembling a tapir
noun,태권도,taekwondo
noun,삼월,March (the month)
noun,손,"damage, loss (usually financial)"
noun,소주,"soju, Korean rice liquor"
noun,인류,"humankind, humanity"
noun,천,sky; heavens
noun,천,Godhead
noun,천,tao; nature; natural laws
noun,천,(Buddhism) the upper heavenly world over the earthly human world where the heavenly king and heavenly people are supposed to live.
noun,무,"nothing, nothingness, nonexistence (especially as an abstract concept in opposition to existence)"
noun,무,Used to count draws when marking scores in competitions and tournaments.
noun,무,(Buddhism) Given in response to a koan or a question that mistakenly assumes an affirmative or negative answer.
noun,무,"(especially historical) martial ethos; the military arts; everything to do with warfare or (by extension) martial arts, especially as a concept in East Asian political theory"
noun,무,(rather uncommon) dance
noun,무,"(formal uncommon) shamanism; in particular, the indigenous religion of Korea"
noun,무,(formal uncommon) shaman; priest of Korean shamanism
noun,무,(Heavenly stems) the fifth of the ten heavenly stems
noun,비,gravestone; tombstone
noun,비,stone engraved with memorial text
noun,발음,(linguistics) pronunciation
noun,남자,"boy, man"
noun,수염,"(facial hair) mustache, beard, whiskers"
noun,수염,awn
noun,산양,a
noun,염소,goat horned domestic animal
noun,도서,book
noun,도서,(historical) bronze stamp  given to foreigners (primarily Japanese from Tsushima); only those who had documents stamped with it were allowed to trade
noun,은,silver
noun,모자,"hat, cap"
noun,모자,mother and son
noun,인형,"doll, puppet, action figure, any small human form"
noun,인형,(by extension) stuffed animal
noun,사과,apple
noun,고양이,cat
noun,개,dog
noun,개,(figuratively derogatory) someone behaves badly
noun,개,(figuratively) someone who does the bidding of another
noun,책,book
noun,조선,shipbuilding
noun,조선,ancestor
noun,조선,fishing boat
noun,우유,cow's milk
noun,시작,"start, beginning"
noun,시작,composition of poetry
noun,저,(Cutlery) (dated or in compounds) chopstick(s)
noun,저,written by. (written after the author's name)
noun,저,(mathematics) base of a logarithm
noun,목,item
noun,목,(taxonomy) class
noun,목,short for Thursday
noun,화요일,Tuesday
noun,전,(time) before
noun,전,"jeon, a fried, filled pancake-like food eaten in Korea"
noun,전,(rare) a cultivated patch of land
noun,전,"a monetary unit of North Korea and formerly of South Korea, equal to one hundredth of a won."
noun,전,(dated diasporic American) cent (a unit of currency)
noun,나의,"A traditional practice in Jeju-do, a shrine is built in place of trees and rocks to protect against evil spirits."
noun,군인,military personnel; soldier
noun,전국,the whole land making up a country
noun,전국,overall situation
noun,전국,"progress of the war, battle, game"
noun,전국,"(figurative) a difficult, battling situation"
noun,장,sauce; marmalade; jam; compote stewed fruit; preserved vegetables; preserved fruit
noun,장,head (of an organization)
noun,장,marketplace
noun,장,"place, venue"
noun,장,(theatre) scene
noun,장,(physics) field
noun,장,(anatomy) bowel; intestine
noun,장,emblem; chapter
noun,소,small (in terms of size or scale)
noun,가감,addition and subtraction
noun,가감,"adjustment, increasing and decreasing (a quantity), regulation"
noun,의자,"chair, sofa"
noun,그녀,(rather colloquial) girlfriend; crush; a woman that one is romantically interested in
noun,고기,a historical record; an ancient document
noun,건강,health
noun,벌,punishment; penalty
noun,유,"existence, being (especially in contrast to the concept of nothingness or non-existence)"
noun,유,alternative form of type; kind; sort.
noun,유,(biology taxonomy) a family or genus
noun,논,(historical) argumentative essay written in Classical Chinese
noun,국토,a country
noun,국토,national territory
noun,산소,oxygen
noun,겁,"fear, fright"
noun,겁,(Buddhism) kalpa a period of 4.32 billion years; used more figuratively to refer to any very long period of time
noun,삼촌,uncle; male sibling of a parent
noun,매,hawk
noun,매,(specifically) the peregrine falcon (Falco peregrinus)
noun,월요일,Monday
noun,수요일,Wednesday
noun,토요일,Saturday
noun,일요일,Sunday
noun,목요일,Thursday
noun,여권,passport
noun,코끼리,(zoology) elephant
noun,불어,(language) French
noun,영어,the English language
noun,영어,(proscribed) the Latin alphabet
noun,독일어,German (language)
noun,북,north
noun,딸기,strawberry
noun,철,iron; ferrum metal
noun,실례,rudeness
noun,실례,"a real example, a concrete example, an actual case of something"
noun,감기,a cold; influenza
noun,광우병,mad cow disease
noun,광견병,(disease) rabies
noun,암,cancer illness
noun,유행성 이하선염,mumps; any infectious inflammation of the parotid glands}
noun,양파,onion
noun,백조,(literally) white bird
noun,백조,swan
noun,백조,"white heron, egret"
noun,백조,(slang) unemployed female
noun,여우,"fox, vixen"
noun,여우,(by extension) a cunning and deceptive person
noun,여우,(by extension affectionate) a sly young girl
noun,여우,actress (female actor)
noun,다람쥐,chipmunk
noun,장미,"rose (plant or flower), rosebush"
noun,장미,(literary) majestic beauty
noun,대,something large; something great
noun,대,"(in particular) large out of a set of two or three things, e.g. portion sizes at a restaurant"
noun,대,(only in university names) short for university
noun,대,"generation in a family, a dynasty, a descent group"
noun,대,"(after an attributing monarch or period) reign, period, era"
noun,대,(geology) era
noun,대,pair
noun,대,contrasting pair
noun,대,"(between two nouns) versus, V.S."
noun,대,platform
noun,대,"(military) army unit of smaller size, from squad to regiment"
noun,자지,(uncommon) purple gromwell
noun,필요,need; necessity
noun,비계,(construction) scaffolding
noun,축구,(sports) football; soccer
noun,탁구,"table tennis, ping pong game similar to tennis"
noun,야구,baseball (ball game)
noun,야구,a baseball (ball used in baseball-game)
noun,해마,"sea horse (fish), i.e, the genus Hippocampus"
noun,해마,"sea horse (mammal), i.e, walrus"
noun,오후,p.m.
noun,오후,afternoon
noun,오전,a.m.
noun,오전,forenoon
noun,병,bottle; jar
noun,병,"disease, illness, sickness"
noun,병,soldier
noun,병,(Heavenly stems) the third of the ten heavenly stems
noun,농구,(sports) basketball
noun,배구,volleyball
noun,권투,boxing (sport)
noun,송구,(baseball) the act of throwing or passing the ball
noun,송구,syn of handball (sport)
noun,수영,(sports) swimming
noun,홍학,(literally) red crane
noun,홍학,flamingo
noun,세균,"bacteria, bacterium"
noun,단풍,"short for maple, maple tree"
noun,단풍,"autumn leaves, autumn foliage"
noun,밤,chestnut
noun,견과,nut (plant seed)
noun,도,(government) province (in both Koreas)
noun,도,"principle, reason; morals; (philosophy Confucianism) the Way, the Tao"
noun,도,"(in idiomatic expressions) bound, limit, extent"
noun,가족,household; family
noun,아들,son
noun,손자,"grandson, grandchild"
noun,이모,maternal aunt one's mother's sister
noun,이모,(familiar) madam (when one calls a middle-aged waitress)
noun,이모,having the same father but a different mother
noun,배,"ship, boat, vessel (of any size)"
noun,배,"double, twice, twofold"
noun,배,"times, -fold"
noun,반지,"(jewelry) finger ring, ring"
noun,사전,dictionary
noun,사전,encyclopedia
noun,사전,prior; beforehand
noun,사전,private war (an individual waging war against a foreign country without government sanction)
noun,선인장,cactus
noun,포도,grape fruit
noun,포도,grapevine (Vitis vinifera)
noun,내일,tomorrow
noun,비행장,airport
noun,공항,airport
noun,임신,pregnancy
noun,부담,"burden, responsibility"
noun,하마,hippopotamus
noun,수소,hydrogen (H)
noun,탄소,carbon (element)
noun,안,"idea, suggestion, opinion, thought"
noun,안,"plan, proposal, bill"
noun,일월,January
noun,새,synonym of royal seal; state seal
noun,호랑이,tiger
noun,사자,a messenger; an envoy; an emissary
noun,용,(South Korea) dragon
noun,횡단,"crossing, transversal"
noun,철마,"(literally ""iron horse"") train, railroad train"
noun,구,sphere
noun,구,"ward, district; administrative division of a large city."
noun,오,(military) rank of troops row of soldiers side by side
noun,성명,"name, surname and given name"
noun,공산주의,communism
noun,섬,(rare) synonym of (fishing) harpoon
noun,동사,(grammar) verb
noun,동사,freezing to death
noun,혼돈,chaos
noun,혼돈,confusion
noun,자주,"independence, autonomy"
noun,자주,violet; amethyst
noun,자주,purple; claret
noun,자주,(Hanmuntu) mother
noun,자주,"(literary studies) self-footnote, self-annotation, note written on one's own writing"
noun,자주,"(literary studies) act of writing a footnote, annotation, note on one's own writing"
noun,보지,"(formal uncommon) preservation, holding, retention"
noun,보지,"(rare) notice, announcement"
noun,두유,soy milk
noun,굴,cave
noun,굴,tunnel
noun,굴,den
noun,굴,burrow
noun,담,phlegm
noun,담,courage; nerve
noun,씨,"sir or madam, Mr. or Ms."
noun,씨,lineage; surname
noun,거리,"distance, range"
noun,각,angle; corner
noun,갑,"box; case, carton"
noun,음양,negative and positive; yin and yang; yin-yang; ☯
noun,음양,anode and cathode
noun,벽,wall
noun,벽,"(figurative) obstacle, hindrance"
noun,벽,(Non-standard form of
noun,한자,hanja Chinese characters borrowed from Chinese and incorporated into the Korean language with Korean pronunciation
noun,한자,"Chinese character; Han character any character used in the written form of several languages of China, Japan, Korea and Vietnam"
noun,마니,(rare) Stone}}}}
noun,홀,"(historical) tablet held by officials at court (used to take notes, or for ceremonial purposes)"
noun,해,harm; damage; evil; injury
noun,해,(mathematics) solution
noun,골,bone
noun,골,(historical)
noun,위,stomach
noun,위,"status, position"
noun,위,(geography) short for latitude
noun,학,crane (bird)
noun,학,synonym of (medicine) malaria
noun,백로,"white heron, egret"
noun,두견새,cuckoo (of small size)
noun,무리,"absurdity, irrationality, unreasonableness"
noun,박쥐,bat
noun,갑옷,armor
noun,남,"(formal) man, male"
noun,남,short for baron
noun,남,son; used only when counting the number of children
noun,남,(formal in isolation more common in writing) south
noun,동,winter
noun,동,neighborhood
noun,동,east
noun,동,copper
noun,줄,"string, rope"
noun,줄,"line, row, column, queue"
noun,줄,"line, crack (on a surface)"
noun,줄,line on a written page
noun,줄,string of a musical instrument
noun,줄,(figurative) personal connections
noun,줄,(North Korea mathematics) synonym of chord of a circle
noun,줄,"(Gyeongsang Chungcheong Jeolla) alternative form of orange, clementine"
noun,견유,cynic
noun,박,(music) beat
noun,박,"(historical musical instrument), an instrument in court music"
noun,역사,history
noun,역사,station building
noun,역사,(dated) death from being run over by a vehicle
noun,너구리,raccoon dog
noun,너구리,(nonstandard) raccoon American marsupial
noun,창,window
noun,창,(computing) window
noun,창,"spear, lance, javelin"
noun,창,"prosperity, flourishing, thriving"
noun,수달,"(river otter), especially Lutra lutra"
noun,문,door
noun,문,(taxonomy) phylum
noun,문,(historical) mun; the former currency of Korea
noun,요람,cradle
noun,요람,cradleland (place of origin)
noun,고래,whale
noun,고래,(colloquial) strong drinker
noun,카메라,camera a device for taking still or moving pictures
noun,돌고래,"porpoise, dolphin"
noun,돌고래,"short-beaked common dolphin, Delphinus delphis"
noun,토끼,"hare, rabbit, bunny"
noun,기,"energy, spirit of a person"
noun,기,(especially in compounds) a certain feeling; a certain sensation
noun,기,"(philosophy especially Confucianism) qi, the vital force engendering the cosmos"
noun,기,"(traditional medicine) qi, life force"
noun,기,banner; flag
noun,기,(chemistry) base
noun,기,(Heavenly stems) the sixth of the ten heavenly stems
noun,등,lantern
noun,등,rank.
noun,등,"et cetera, often in series: ""등등"""
noun,첨서,postscript
noun,첨서,(chiefly North Korea) shrew
noun,구개,palate vaulted roof of the mouth
noun,구강,oral cavity
noun,과자,sweet; confection
noun,과자,candy
noun,과자,pastry; cake; cookie; cracker
noun,노화,"aging, senescence"
noun,지,"bamboo flute with five fingerholes, used in."
noun,살,evil influence; damnation
noun,결,connection; formation
noun,즙,juice; sap
noun,설탕,sugar
noun,감로,honeydew
noun,감로,"(Buddhism) amrita, nectar"
noun,통,"barrel, bucket, cask, pail, vat"
noun,통,"Used in compounds to refer to body parts that resemble containers (being hollow, etc.), often with a colloquial nuance."
noun,안녕,peace; tranquility
noun,안녕,wellness
noun,노,"oar, paddle"
noun,노,(technical) furnace
noun,노,(historical) (Weapons Archery) syn of crossbow weapon
noun,학생,"student, scholar, school pupil"
noun,동생,younger sibling
noun,대명사,"(grammar) pronoun <ref name=""동아"">{{cite-book"
noun,명사,(grammar) noun; substantive
noun,명사,distinguished person; celebrity; famous person
noun,감사,gratitude; thanks
noun,감사,audit; inspection
noun,강,river
noun,강,(taxonomy) class
noun,강,a kang; a traditional long platform used for heating in colder parts of China and suitable sleeping on
noun,비자,The fruit of the kaya tree.
noun,지금,"now, the current time"
noun,국,country; state; nation
noun,질,quality
noun,질,"nature, disposition"
noun,질,matter
noun,질,(anatomy) vagina
noun,질,"folding case, wrapper (for books)"
noun,질,(Classifier for a set of books.) volume
noun,질,(historic) official ranks; official salaries
noun,분,"(Units of measure) bun, a unit of length equivalent to about 0.3cm, the Korean equivalent of the Chinese fen"
noun,분,"(Units of measure) bun, a unit of weight equivalent to about 0.4g, the Korean equivalent of the Chinese fen"
noun,분,(time) minute
noun,고,(formal uncommon) height
noun,고,(only in school names) short for high school
noun,고,(literary or Buddhism) suffering
noun,사상,"history, historic"
noun,시,"town, city"
noun,시,"(South Korea government) an administrative region, a division of a province having a population of over 150,000"
noun,시,"poem, poetry"
noun,호,"number, issue, edition (of a model, publication, version, etc.)"
noun,호,apartment/unit number
noun,호,art name
noun,호,(geometry) arc
noun,호,household
noun,호,short for lake (used suffixally attaching to names of lakes)
noun,호,a moat (filled with water)
noun,호,a trench (around a castle)
noun,걸신,"hungry ghost, hungry spirit, hungry demon"
noun,야채,vegetable
noun,해자,"edge, boundary (of a garden, graveyard, mausoleum, etc.)"
noun,해자,"moat, fosse"
noun,봉사,"service (for the benefit of the government, society etc); public service"
noun,무당,"shaman; priest of Korean shamanism, the indigenous religion of the country"
noun,무당,(specifically) female shaman
noun,장작,firewood
noun,반달,half-moon
noun,반달,lunula; the crescent-shaped white part at the base of the fingernail
noun,메추라기,"The Japanese quail, Coturnix japonica."
noun,도리,duty; way; method; means
noun,아비,(archaic) a local official's informal term of address for a servant girl
noun,친척,"kin, kinsmen, relatives"
noun,궁,"house, residence"
noun,궁,palace
noun,궁,"(Chinese chess) king, palace"
noun,궁,bow
noun,궁,poverty
noun,궁,exhaustion
noun,궁,investigation
noun,군함조,"The lesser frigatebird, Fregata ariel."
noun,군함조,Any frigatebird.
noun,노랑부리백로,"The Chinese egret, Egretta eulophotes."
noun,중백로,"The intermediate egret, Egretta intermedia."
noun,중대백로,"The great egret, Ardea alba."
noun,흑로,"The Pacific reef egret, Egretta sacra, which in Korea is found only in its dark-colored morph."
noun,황로,"The cattle egret, Bubulcus ibis."
noun,도시,city.
noun,도시,A village serving as the cultural or economic center of a region.
noun,과,academic department in universities
noun,과,(taxonomy) family
noun,과,(historical archaic) synonym of civil service examination.
noun,과,(traditional theater) action; enactment
noun,과,lesson
noun,가장,A hurried or temporary burial
noun,가장,Burying a child
noun,가장,the head of a family
noun,인구,population
noun,인구,(rare) rumor; popular speech.
noun,중부,"central part, particularly of a geographical region."
noun,중부,"one of the five divisions of Seoul during the Joseon Dynasty, 1394-1910."
noun,중국어,"The Chinese language, often specifically the written language."
noun,회색기러기,"The greylag goose, Anser anser."
noun,흑기러기,"The brent goose, Branta bernicla."
noun,황오리,"The ruddy shelduck, Tadorna ferruginea."
noun,원앙사촌,"The crested shelduck, a rare species of shelduck now believed extinct."
noun,원앙,"The mandarin duck, Aix galericulata."
noun,원앙,A devoted couple. (compare turtledove)
noun,청머리오리,"The falcated duck, Anas falcata."
noun,홍머리오리,"The Eurasian wigeon (Mareca penelope, syn. Anas penelope."
noun,호사비오리,"The scaly-sided merganser, Mergus squamatus."
noun,수염수리,"The lammergeier, Gypaetus barbatus."
noun,수리,repairing something broken.
noun,왕새매,"The grey-faced buzzard, Butastur indicus."
noun,초원수리,"The steppe eagle, Aquila nipalensis."
noun,초원수리,"The tawny eagle, Aquila rapax."
noun,관수리,"The crested serpent eagle, Spilornis cheela."
noun,철갑상어,The Chinese sturgeon.
noun,칠성장어,The Arctic lamprey.
noun,부정,indeterminacy; variability
noun,부정,injustice
noun,부정,unfaithfulness; lack of chastity
noun,전어,The hickory shad (Konosirus punctatus)
noun,초어,The grass carp (Ctenopharyngodon idella).
noun,무궁화,Hibiscus syriacus; rose of Sharon (a national symbol of Korea)
noun,체,physical body; (by extension) gait or build
noun,체,style of writing
noun,체,handwriting style; font
noun,거래,transaction; trade
noun,거래,give and take (more generally)
noun,거래,comings and goings among neighbors or relatives
noun,거래,(Buddhism) the past and future
noun,거래,(archaic) a lower-ranking servant's act of coming to an official residence and notifying the official of something
noun,공정,process
noun,공정,fairness
noun,공정,official stipulation
noun,공정,stipulation by general agreement
noun,백련어,"The silver carp, Hypophthalmichthys molitrix."
noun,백조어,The redfin culter.
noun,왜몰개,The Venus fish.
noun,단,end
noun,단,(geography) cape
noun,단,clue
noun,종어,The long-snout bullhead.
noun,빙어,The Japanese smelt.
noun,은어,The ayu (Plecoglossus altivelis).
noun,은어,(rare) the Japanese catfish.
noun,열목어,lenok
noun,연어,salmon (fish)
noun,연어,"In particular, the chum salmon (Oncorhynchus keta)."
noun,곱사연어,The humpback salmon.
noun,송어,The masu or masu salmon.
noun,은연어,"the coho salmon, Oncorhynchus kisutch"
noun,홍송어,The white-spotted char.
noun,밀어,"The Amur goby,"
noun,사백어,The ice goby.
noun,단지,"(apartment/housing/work) complex, development"
noun,창조,creation act of creating
noun,사람들,": people, persons"
noun,치,"(Buddhism) moha, delusion, ignorance"
noun,치,(mathematics dated) synonym of value.
noun,생일,birthday
noun,약혼,engagement promise to marry
noun,형,older brother of a male
noun,형,(men's speech in informal friendly settings) somewhat older male
noun,형,(dated) elder sister of a female
noun,형,"punishment, penalty, (legal) sentence"
noun,형,"type, model"
noun,형,"form, shape"
noun,산,mountain
noun,산,(chemistry) acid
noun,산,(formal less common) calculation
noun,평화,peace
noun,평화,harmony
noun,애,(formal) love
noun,애,"(Buddhism) or ""craving"", one of the, the source of human unhappiness"
noun,유두,"a midsummer festival of obsolete Korean tradition held on the 15th of June of the lunar calendar. Remarkably, people washed their hair in rivers especially flowing eastward, hence the name. <!--"
noun,초,"the SI unit of time, second"
noun,초,(geometry) a second of arc
noun,초,the early part of a time period; the beginning
noun,초,(baseball) top (of an inning)
noun,어,"(historical), a tiger-shaped percussion instrument"
noun,시합,"game, contest, match"
noun,비행기,airplane
noun,복,"fortune, blessing, luck"
noun,복,synonym of abalone
noun,반,half
noun,반,party; group
noun,반,class (at a school)
noun,여동생,"little sister, younger sister"
noun,남동생,"little brother, younger brother"
noun,교,(formal) a religion or faith
noun,산토끼,"hare, literally, mountain hare"
noun,온돌,"ondol, hypocaust a Korean form of underfloor heating that uses direct heat transfer from wood smoke to the underside of a thick masonry floor"
noun,반도,(geography) peninsula
noun,반도,(by extension) Korean peninsula
noun,일어,Japanese language
noun,밀,beeswax
noun,밀,(only used in compounds) honey
noun,등대,lighthouse
noun,부,father
noun,부,kettle
noun,고리,high interest (rate)
noun,태아,"embryo, fetus"
noun,낙,"enjoyment, joy, delight (especially a joy serving as a purpose of one's life)"
noun,목련,magnolia
noun,목란,magnolia
noun,마,"(usually attributive with jinx; devil, demon; evil spirit / influence"
noun,마,hemp (Cannabis sativa)
noun,아,(literary philosophy) the ego; the self
noun,하,"last, lowest (grade or class)"
noun,하,the last volume in a two or three volume set
noun,타,"(higher register) others, other people"
noun,타,short for (baseball) official at-bat
noun,타,short for (golf) stroke
noun,타,(nautical) rudder or helm (of a boat or ship)
noun,객,guest
noun,갱,"pit, shaft"
noun,계,"kye, a Korean rotating savings and credit association"
noun,계,(Internet slang) short for account
noun,계,(Heavenly stems) the tenth of the ten heavenly stems
noun,괘,divinatory trigram or hexagram of the
noun,괴,(Gangwon Gyeongsang otherwise archaic or obsolete) cat
noun,궤,a chest; a coffer; a box
noun,녀,daughter; used only when counting the number of children
noun,뇌,brain
noun,뇌,(only used in compounds) mental suffering
noun,뇨,"piss, urine"
noun,독,poison; venom
noun,항문,(anatomy) anus
noun,마마,"(honorific) Your Majesty, His Majesty, Her Majesty"
noun,마마,(honorific) Madame for a concubine of an ancient high-ranking official
noun,마마,(honorific) goddess who is allegedly responsible for smallpox
noun,마마,"smallpox, pockmark"
noun,변화,change; variation
noun,보리,"bodhi, Buddhist supreme enlightenment, wisdom"
noun,실내,"indoor, within a room."
noun,실내,(polite) another’s wife
noun,식사,meal
noun,식사,speech (at a ceremony); oration
noun,원래,origin
noun,원래,(literary chiefly attributive with coming from afar / distant places
noun,무신론,"atheism, antitheism, ignosticism"
noun,유신론,theism
noun,별실,special room
noun,한국말,(South Korea colloquial) the Korean language
noun,한국말,"(Yanbian colloquial) the South Korean dialect of Korean, as opposed to the Yanbian or North Korean dialect"
noun,이신론,deism
noun,범신론,pantheism
noun,모음,vowel
noun,초성,"initial sound; a consonant, consonant cluster, or silence in the syllable-initial position of Korean phonemics and hangeul orthography"
noun,중성,"medial; vowel; a vowel or diphthong, especially as it pertains to hangeul orthography"
noun,왕,king; monarch
noun,왕,(card games) king
noun,불가지론,agnosticism
noun,일신론,monotheism
noun,범이신론,pandeism
noun,범재신론,panentheism
noun,다신론,polytheism
noun,삼성,To introspect three times daily.
noun,삼성,Samsung
noun,대구,"A cod or haddock, especially the Pacific cod."
noun,관,pipe; tube; duct
noun,관,government; official; public servant
noun,관,coffin
noun,식당,restaurant
noun,연필,a pencil graphite writing instrument
noun,녹색,green (color)
noun,연습,"practice, exercise"
noun,어휘,vocabulary
noun,선생,teacher
noun,숙제,homework
noun,공부,learning; study
noun,공부,tribute
noun,진지,(military) position
